target,search_time,first_solution_time,first_solution_iteration,number_of_nodes,max_transforms,max_children,number_of_routes,number_of_solved_routes,top_score,is_solved,number_of_steps,number_of_precursors,number_of_precursors_in_stock,precursors_in_stock,precursors_not_in_stock,precursors_availability,policy_used_counts,profiling,,,,,,,,,
CNC(C(=O)NC(C(=O)N(C)C(=CC(C)C(=O)N1CCCC1C(=O)NCCc1ccccc1)C(C)C)C(C)(C)C)C(C)(C)c1ccccc1,127.8466067,0,0,2095,13,23,270,0,0.639293479,FALSE,6,6,4,"NCCc1ccccc1, O=C(Cl)C(=O)Cl, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, CC(C)(C)O","COC(=O)C1CCCN1, CNC(C(=O)N(C(=O)Cl)C(C(=O)N(C)C(=CC(C)C(=O)OC)C(C)C)C(C)(C)C)C(C)(C)c1ccccc1",zinc;zinc;zinc;Not in stock;Not in stock;zinc,{'uspto': 2094},"{'expansion_calls': 1825, 'reactants_generations': 7922, 'iterations': 100}",,,,,,,,,
CN(Cc1ccccc1)S(=O)(=O)c1ccc(OCC(=O)Nc2cccc([N+](=O)[O-])c2)cc1,22.97206783,0.994417191,5,414,7,19,189,25,0.994039854,TRUE,2,4,4,"BrCc1ccccc1, CNS(=O)(=O)c1ccc(O)cc1, O=C(Br)CBr, Nc1cccc([N+](=O)[O-])c1",,zinc;zinc;zinc;zinc,{'uspto': 413},"{'expansion_calls': 300, 'reactants_generations': 5957, 'iterations': 100}",,,,,,,,,
N#CCCCSc1nnc(-c2ccccn2)o1,54.12641215,0.788593292,3,921,13,20,317,7,0.997628706,TRUE,1,2,2,"N#CCCCBr, Sc1nnc(-c2ccccn2)o1",,zinc;zinc,{'uspto': 920},"{'expansion_calls': 639, 'reactants_generations': 10657, 'iterations': 100}",,,,,,,,,
NCCC(=O)NC(Cc1ccc(Cl)cc1Cl)C(=O)N1CCN(c2ccccc2C(O)Cc2ccccc2)CC1,75.04923677,0,0,2269,13,40,682,0,0.85500617,FALSE,13,10,9,"ClCc1ccccc1, O=Cc1ccccc1F, O=C(OCc1ccccc1)N1CCNCC1, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, C=CC(=O)OC, O=C(Cl)OCc1ccccc1, NC(=O)OCc1ccccc1, O=C1CCC(=O)N1Cl, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C",COC(=O)C(N)Cc1ccccc1Cl,zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 2268},"{'expansion_calls': 1587, 'reactants_generations': 5699, 'iterations': 100}",,,,,,,,,
CN1C(=O)C(NC(=O)C2CCCCC2)N=C(c2ccccc2)c2ccccc21,63.29633641,0,0,1821,13,49,476,0,0.792565977,FALSE,8,6,5,"COS(=O)(=O)OC, O=C(O)C1CCCCC1, O=C1NC(=O)c2ccccc21, CC(=O)OC(C)=O, O=Cc1ccccc1",CC(C)(C)OC(=O)NC(O)C(=O)Nc1ccccc1[Mg]Br,zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1820},"{'expansion_calls': 1358, 'reactants_generations': 5391, 'iterations': 100}",,,,,,,,,
CN(CCBr)P(=O)(OC=C1CC(=O)c2ccccc2C1=O)N(C)CCBr,127.1529431,0,0,2796,13,15,1506,0,0.522628706,FALSE,1,2,1,O=C1CCC(=O)N1Br,CN(CCO)P(=O)(OC=C1CC(=O)c2ccccc2C1=O)N(C)CCBr,zinc;Not in stock,{'uspto': 2795},"{'expansion_calls': 1290, 'reactants_generations': 14771, 'iterations': 100}",,,,,,,,,
CC(C)C(NC(=O)C1CCN(C(=O)C(Cc2ccccc2)NC(=O)OC(C)(C)C)CC1)C(=O)O,100.0763574,0,0,2203,13,26,389,0,0.863653131,FALSE,12,11,10,"N[C@@H](Cc1ccccc1)C(=O)O, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, O=C(Cl)OCc1ccccc1, CCOC(=O)C1CCNCC1, COCc1ccccc1, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, O=C(Cl)Cl, OCC1c2ccccc2-c2ccccc21, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, CC(C)CN",C=[N+]=[N-],zinc;zinc;zinc;zinc;zinc;zinc;Not in stock;zinc;zinc;zinc;zinc,{'uspto': 2202},"{'expansion_calls': 1818, 'reactants_generations': 8120, 'iterations': 100}",,,,,,,,,
CC[C@H]1OC(=O)C(C)[C@@H](OC(=O)NCc2ccc(OC)cc2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@H]2OC(=O)O[C@@]21C,120.7327313,0,0,2123,13,32,880,0,0.738895059,FALSE,13,9,7,"COc1ccc(C=O)cc1, O=C(Cl)Cl, CC(C)(C)O, OCc1ccccc1, O=C(Cl)OCc1ccccc1, N#CC(Cl)(Cl)Cl, OCc1ccccc1","C=O, CC[C@H]1OC(=O)C(C)[C@@H](OC(=O)N=[N+]=[N-])[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C(=O)Cl)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(Cc2ccccc2)[C@H](C)[C@H]2OC(=O)O[C@@]21C",Not in stock;zinc;zinc;zinc;zinc;zinc;Not in stock;zinc;zinc,{'uspto': 2122},"{'expansion_calls': 1244, 'reactants_generations': 11561, 'iterations': 100}",,,,,,,,,
COC(=O)[C@@]1(Cc2ccc(F)cc2)C2=C(C)C(=O)C=C2CN1C(=O)c1ccccc1,167.4080231,0,0,1689,13,15,518,0,0.792565977,FALSE,8,6,5,"C[Si](C)(C)C=[N+]=[N-], O=C(Cl)c1ccccc1, CC(C)(C)O, CC(=O)O, COCc1ccccc1",CC1=C2C(=CC1=O)CN[C@@]2(Cc1ccc(F)cc1)C(=O)Cl,zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1688},"{'expansion_calls': 1216, 'reactants_generations': 35914, 'iterations': 100}",,,,,,,,,
CCCCNC(=O)c1c(NC(=O)c2ccc(F)cc2)nc2ccc(C)cn12,82.59518814,0,0,1078,13,17,122,0,0.792001309,FALSE,9,6,5,"CCCCN, O=C(Cl)c1ccc(F)cc1, CN(C)C(OC(C)(C)C)OC(C)(C)C, O=C(O)C(F)(F)F, Cc1ccc(N)nc1",CCOC(=O)C(Cl)C(=O)[N+](=O)[O-],zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1077},"{'expansion_calls': 1034, 'reactants_generations': 20042, 'iterations': 100}",,,,,,,,,
Cc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)COC(=O)c1cccnc1Cl,24.84330106,1.894574642,8,546,13,15,225,22,0.986552929,TRUE,3,4,4,"O=C(O)c1cccnc1Cl, C1COCCN1, O=C(Br)CBr, Cc1ccc(S(=O)(=O)O)cc1N",,zinc;zinc;zinc;zinc,{'uspto': 545},"{'expansion_calls': 397, 'reactants_generations': 5444, 'iterations': 100}",,,,,,,,,
CCCCN(CCCC)CC(O)c1cc(-c2ccc(Cl)cc2)nc2cc(Cl)ccc12,58.28992295,10.71767926,20,1220,13,23,297,7,0.994039854,TRUE,2,3,3,"CC(=O)c1ccc(Cl)cc1, Nc1cc(Cl)ccc1C=O, CCCCN(CCO)CCCC",,zinc;zinc;zinc,{'uspto': 1219},"{'expansion_calls': 978, 'reactants_generations': 11382, 'iterations': 100}",,,,,,,,,
Cc1cc(C)c(NC(=O)c2cc(S(=O)(=O)N3CCN(c4ccccc4F)CC3)ccc2F)c(C)c1,30.77294517,0,0,672,13,21,227,0,0.844779087,FALSE,9,9,8,"Cc1cc(C)c(N)c(C)c1, NS(=O)(=O)c1ccc(F)c(C(=O)O)c1, O=S(Cl)Cl, O=S(Cl)Cl, O=S(Cl)Cl, CC(=O)OC(C)=O, OCCNc1ccccc1F, COC(=O)CBr",CC(C)(C)[Si](C)(C)Cl,zinc;zinc;zinc;zinc;zinc;zinc;Not in stock;zinc;zinc,{'uspto': 671},"{'expansion_calls': 535, 'reactants_generations': 6790, 'iterations': 100}",,,,,,,,,
CCNCC1CCN(c2ccc3c(=O)c(C(=O)O)cn(-c4c(F)cccc4F)c3c2)C1,55.08618641,0.241530418,1,1574,13,20,272,57,0.955960146,TRUE,6,6,6,"C=C(CC(=O)O)C(=O)O, NCc1ccccc1, Nc1c(F)cccc1F, CCOC(OCC)OCC, CCOC(=O)CC(=O)c1ccc(F)cc1F, CC(N)=O",,zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 1573},"{'expansion_calls': 1326, 'reactants_generations': 6728, 'iterations': 100}",,,,,,,,,
CC(C)(C)C(=O)CN1C(=O)C(NC(=O)Nc2cccc(C(=O)O)c2)N=C(c2ccccc2)c2ccccc21,63.94869566,0,0,1778,13,17,356,0,0.814620357,FALSE,9,7,6,"CC(C)(C)C(=O)CBr, O=C1NC(=O)c2ccccc21, CC(=O)OC(C)=O, O=C(Cl)Cl, CC(C)(C)OC(=O)c1cccc(N)c1, O=Cc1ccccc1",CC(C)(C)OC(=O)NC(O)C(=O)Nc1ccccc1[Mg]Br,zinc;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1777},"{'expansion_calls': 1423, 'reactants_generations': 4114, 'iterations': 100}",,,,,,,,,
Clc1ccc(-c2nc3ncccc3o2)cc1,17.48879671,0.014000654,1,366,13,22,139,47,0.997628706,TRUE,1,2,2,"O=C(O)c1ccc(Cl)cc1, Nc1ncccc1O",,zinc;zinc,{'uspto': 365},"{'expansion_calls': 243, 'reactants_generations': 3490, 'iterations': 100}",,,,,,,,,
C/C(=C\c1cc2ccc(C)cc2nc1Cl)C(=O)c1cccc(Cl)c1,69.41078353,5.617464304,6,2447,13,17,1516,12,0.997628706,TRUE,1,2,2,"CCC(=O)c1cccc(Cl)c1, Cc1ccc2cc(C=O)c(Cl)nc2c1",,zinc;zinc,{'uspto': 2446},"{'expansion_calls': 949, 'reactants_generations': 10450, 'iterations': 100}",,,,,,,,,
COc1ccc(NC2CCCN(C(=O)CN3C(=O)c4ccccc4C3=O)C2)cc1OC,22.71855068,0.049999952,1,718,13,20,131,56,0.994039854,TRUE,2,3,3,"O=C1NC(=O)c2ccccc21, O=C1CCCN(C(=O)CCl)C1, COc1ccc(N)cc1OC",,zinc;zinc;zinc,{'uspto': 717},"{'expansion_calls': 611, 'reactants_generations': 3083, 'iterations': 100}",,,,,,,,,
Cc1cc(C)n(-c2ccc(=O)n(CC(=O)N3CCN(c4ccc(F)cc4)CC3)n2)n1,8.494470119,0.039999962,1,281,13,14,116,78,0.997628706,TRUE,1,2,2,"Cc1cc(C)n(-c2ccc(=O)n(CC(=O)O)n2)n1, Fc1ccc(N2CCNCC2)cc1",,zinc;zinc,{'uspto': 280},"{'expansion_calls': 177, 'reactants_generations': 1637, 'iterations': 100}",,,,,,,,,
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4nc(CNC(C)=O)n(Cc5ccc(F)cc5)c(=O)c4c3)cc12,151.4024057,0,0,2290,13,15,518,0,0.792565977,FALSE,8,12,10,"CC(=O)OC(C)=O, Fc1ccc(CBr)cc1, O=C(Cl)OCc1ccccc1, CC(C)(O)C(C)(C)O, CC(C)(C)OC(=O)NCC(=O)O, NC(=O)c1cc(Br)ccc1N, OB(O)B(O)O, CC(C)(O)C(C)(C)O, O=C1CCC(=O)N1Br, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C","CN, CCOC(=O)c1c(-c2ccc(F)cc2)oc2cc(NS(C)(=O)=O)ccc12",zinc;Not in stock;zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 2289},"{'expansion_calls': 1846, 'reactants_generations': 18529, 'iterations': 100}",,,,,,,,,
COc1cccc2cc(-c3[nH]nc4ccccc34)[nH]c12,79.07007289,10.96728325,14,1546,13,33,422,4,0.975,TRUE,4,3,3,"COc1cccc(I)c1N, C#C[Si](C)(C)C, Brc1[nH]nc2ccccc12",,zinc;zinc;zinc,{'uspto': 1545},"{'expansion_calls': 1134, 'reactants_generations': 11602, 'iterations': 100}",,,,,,,,,
COc1ccc(OC)c(Cn2c(O)c3ccccc3c2-c2nnnn2Cc2ccccc2)c1,69.58016777,0,0,1379,13,19,207,0,0.792565977,FALSE,8,6,5,"C[Si](C)(C)N=[N+]=[N-], NCc1ccccc1, COc1ccc(OC)c(CBr)c1, CC(=O)O, BrCc1ccccc1",COC(=O)c1[nH]c(O)c2ccccc12,zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1378},"{'expansion_calls': 1183, 'reactants_generations': 9373, 'iterations': 100}",,,,,,,,,
CCOC(=O)[C@]1(c2ccccc2)C[C@@H]1CN1CCC(O)(c2ccc(Cl)cc2)CC1,105.2076814,0,0,2557,13,41,978,0,0.831373631,FALSE,10,8,7,"CC(C)(C)OC(=O)N1CCC(=O)CC1, Clc1ccc(Br)cc1, C[S+](C)(C)=O, CCOC(=O)C(=O)c1ccccc1, CC(=O)O, CC(C)(C)O, COCc1ccccc1",O=C(Cl)C[P+](c1ccccc1)(c1ccccc1)c1ccccc1,zinc;zinc;zinc;zinc;zinc;Not in stock;zinc;zinc,{'uspto': 2556},"{'expansion_calls': 1604, 'reactants_generations': 10817, 'iterations': 100}",,,,,,,,,
CN(C)c1ccc(CN(CCCn2ccnc2)Cc2c[nH]cn2)cc1,39.35110879,1.958376169,6,1064,13,33,410,25,0.997628706,TRUE,1,2,2,"ClCCCn1ccnc1, CN(C)c1ccc(CNCc2c[nH]cn2)cc1",,zinc;zinc,{'uspto': 1063},"{'expansion_calls': 705, 'reactants_generations': 6761, 'iterations': 100}",,,,,,,,,
CCOc1c(Br)cnn(-c2ccc(C)cc2)c1=O,58.70599532,7.901345253,12,746,13,20,117,10,0.986552929,TRUE,3,4,4,"CC(=O)O, O=C1CCC(=O)N1Br, Cc1ccc(Br)cc1, O=c1[nH]nccc1Cl",,zinc;zinc;zinc;zinc,{'uspto': 745},"{'expansion_calls': 717, 'reactants_generations': 12799, 'iterations': 100}",,,,,,,,,
COC(=O)Cc1c(C)c2ccc(OCC(=O)c3ccc(C)cc3)cc2oc1=O,11.70810723,0.017999649,1,273,13,17,77,43,0.997628706,TRUE,1,2,2,"Cc1ccc(C(=O)CBr)cc1, COC(=O)Cc1c(C)c2ccc(O)cc2oc1=O",,zinc;zinc,{'uspto': 272},"{'expansion_calls': 222, 'reactants_generations': 2853, 'iterations': 100}",,,,,,,,,
Cc1ccc(C2CC(=O)Nc3cc4c(cc32)OCO4)o1,84.24832439,39.78925538,45,2002,13,15,900,1,0.95089931,TRUE,8,4,4,"CCOC(=O)CP(=O)(OCC)OCC, Cc1ccc(C=O)o1, Brc1ccc2c(c1)OCO2, O=C1c2ccccc2C(=O)N1O",,zinc;zinc;zinc;zinc,{'uspto': 2001},"{'expansion_calls': 1110, 'reactants_generations': 14469, 'iterations': 100}",,,,,,,,,
NC(=O)c1[nH]nc(C2OC(CO[PH](=O)(=O)O)C(O)C2O)c1OCc1ccccc1,51.82241845,0,0,1402,13,21,261,0,0.814302482,FALSE,12,7,6,"CN(C)C=O, BrCc1ccccc1, COC(C)(C)OC, BrCc1ccccc1, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, COC(C)(C)OC",CCOC(=O)c1[nH]nc(C2OC(CO[PH](=O)(=O)O)C(O)C2O)c1O[Si](C)(C)C(C)(C)C,zinc;zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1401},"{'expansion_calls': 1141, 'reactants_generations': 4095, 'iterations': 100}",,,,,,,,,
C=CCC(C(=O)OC)(C(=O)OC)c1ccc([N+](=O)[O-])cn1,56.11107874,9.243421793,17,769,13,26,260,16,0.975,TRUE,4,3,3,"C=CCC(C(=O)OCC)C(=O)OCC, O=[N+]([O-])c1ccc(Cl)nc1, COCc1ccccc1",,zinc;zinc;zinc,{'uspto': 768},"{'expansion_calls': 590, 'reactants_generations': 13892, 'iterations': 100}",,,,,,,,,
COc1ccc(/C=N/NC(=O)CNC(=O)c2ccc(S(=O)(=O)N3CCOCC3)cc2)cc1OC,34.21709847,23.80535674,69,617,7,10,209,4,0.963447071,TRUE,5,6,6,"C1COCCN1, O=S(Cl)Cl, O=C(O)c1ccc(S(=O)(=O)O)cc1, CC(C)(C)O, COc1ccc(C=O)cc1OC, CC(C)(C)OC(=O)NCC(=O)NN",,zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 616},"{'expansion_calls': 504, 'reactants_generations': 7880, 'iterations': 100}",,,,,,,,,
O=C(C[n+]1ccc2ccccc2c1)c1ccc2ccc3ccccc3c2c1,66.68969917,5.097454071,8,3201,13,33,1991,9,0.975,TRUE,4,4,4,"CNOC, O=C(O)C[n+]1ccc2ccccc2c1, C=Cc1ccc(Br)cc1, O=C(Cl)c1ccc(Br)cc1",,zinc;zinc;zinc;zinc,{'uspto': 3200},"{'expansion_calls': 1225, 'reactants_generations': 6402, 'iterations': 100}",,,,,,,,,
O=C1NC(Cc2ccc(O)cc2)c2nc3ccc(Cl)cc3c(=O)n2-c2cc(Cl)ccc21,59.98064685,0,0,1771,13,25,635,0,0.814291884,FALSE,13,7,6,"O=C1CCC(=O)N1Cl, O=C1CCC(=O)N1Br, O=C(Cl)OCc1ccccc1, Nc1ccc(Cl)cc1C(=O)O, O=S(Cl)Cl, O=C(O)c1c(Cl)cccc1[N+](=O)[O-]",COC(=O)C(N)Cc1ccc(O[Si](C)(C)C(C)(C)C)cc1,zinc;zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1770},"{'expansion_calls': 1142, 'reactants_generations': 7206, 'iterations': 100}",,,,,,,,,
COc1ccc(NC(=O)C2(c3ccc(NC(=O)c4ccc(OC)cc4)cc3)CCCC2)cc1,29.13904262,0.05150938,1,604,13,18,222,52,0.994039854,TRUE,2,3,3,"COc1ccc(C(=O)Cl)cc1, Nc1ccc(C2(C(=O)O)CCCC2)cc1, COc1ccc(N)cc1",,zinc;zinc;zinc,{'uspto': 603},"{'expansion_calls': 419, 'reactants_generations': 6010, 'iterations': 100}",,,,,,,,,
N#Cc1cccc(CN2CCc3cc(Cl)ccc32)c1,12.73551726,0.015001059,1,277,13,24,100,38,0.997628706,TRUE,1,2,2,"N#Cc1cccc(C=O)c1, Clc1ccc2c(c1)CCN2",,zinc;zinc,{'uspto': 276},"{'expansion_calls': 219, 'reactants_generations': 2962, 'iterations': 100}",,,,,,,,,
CCOC(=O)c1ccc(C#C/C=C/C2=C(C)CCCC2(C)C)nc1,63.39798784,0,0,1393,13,17,294,0,0.814409345,FALSE,10,7,6,"CCOC(=O)c1ccc(Cl)nc1, COP(=O)(OC)C(=[N+]=[N-])C(C)=O, CC1=C(C=O)C(C)(C)CCC1, CC(=O)O, CC(C)(C)O, COCc1ccccc1",O=C(Cl)C[P+](c1ccccc1)(c1ccccc1)c1ccccc1,zinc;zinc;zinc;zinc;Not in stock;zinc;zinc,{'uspto': 1392},"{'expansion_calls': 1122, 'reactants_generations': 8758, 'iterations': 100}",,,,,,,,,
CCC1(c2ccccc2)NC(=O)N(CC(=O)N(C)CC(=O)Nc2c(C)cccc2C)C1=O,50.36814141,0,0,785,13,16,222,0,0.844489997,FALSE,11,9,8,"Cc1cccc(C)c1N, O=C(Cl)C(=O)Cl, CCOC(=O)CNC, COCc1ccccc1, O=S(Cl)Cl, CCOC(=O)CN=C=O, BrCc1ccccc1, CC(C)(C)O",CCC(NC(=O)O)(C(=O)O)c1ccccc1,zinc;zinc;zinc;zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 784},"{'expansion_calls': 638, 'reactants_generations': 11953, 'iterations': 100}",,,,,,,,,
COc1ccccc1C1CC(c2c(O)ccc3ccccc23)=NN1C(=S)Nc1ccccc1,35.01127625,0.033999205,1,813,13,26,413,61,0.994039854,TRUE,2,3,3,"NNC(=S)Nc1ccccc1, CC(=O)c1c(O)ccc2ccccc12, COc1ccccc1C=O",,zinc;zinc;zinc,{'uspto': 812},"{'expansion_calls': 434, 'reactants_generations': 6660, 'iterations': 100}",,,,,,,,,
O=c1nc(OCC2COc3ncccc3O2)cc2n1CCc1cc(C#CCCO)ccc1-2,118.99017,0,0,2485,13,18,747,0,0.823378886,FALSE,11,15,13,"C#CCCO, O=C1CCC(=O)N1Br, O=P(Cl)(Cl)Cl, OCc1ccccc1, COc1cccnc1OC, C=CCBr, O=C(OO)c1cccc(Cl)c1, O=c1nc(Cl)cc(Cl)[nH]1, CC(C)(O)C(C)(C)O, OCCc1ccccc1Br, OB(O)B(O)O, CC(C)(O)C(C)(C)O, COCc1ccccc1","O, BrP(Br)Br",zinc;zinc;zinc;zinc;zinc;Not in stock;zinc;zinc;zinc;zinc;Not in stock;zinc;zinc;zinc;zinc,{'uspto': 2484},"{'expansion_calls': 1789, 'reactants_generations': 17146, 'iterations': 100}",,,,,,,,,
OC[C@H]1O[C@H](Oc2ccc(-c3ccncc3)cc2)[C@@H](O)[C@@H](O)[C@@H]1O,61.99254107,2.431854963,7,2703,13,49,1638,15,0.997628706,TRUE,1,2,2,"OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O, Fc1ccc(-c2ccncc2)cc1",,zinc;zinc,{'uspto': 2702},"{'expansion_calls': 1076, 'reactants_generations': 7348, 'iterations': 100}",,,,,,,,,
CCOC(=O)c1ccc(N2CCCCC2)c(NC(=O)C(Cl)(Cl)Cl)c1,11.14987421,0.080507994,1,332,8,19,94,66,0.997628706,TRUE,1,2,2,"O=C(Cl)C(Cl)(Cl)Cl, CCOC(=O)c1ccc(N2CCCCC2)c(N)c1",,zinc;zinc,{'uspto': 331},"{'expansion_calls': 262, 'reactants_generations': 2339, 'iterations': 100}",,,,,,,,,
Nc1ncc2c(n1)CCN(C(=O)c1cc(Cl)c(O)cc1O)C2,12.5191021,0.017000198,1,427,11,27,113,78,0.997628706,TRUE,1,2,2,"O=C(O)c1cc(Cl)c(O)cc1O, Nc1ncc2c(n1)CCNC2",,zinc;zinc,{'uspto': 426},"{'expansion_calls': 333, 'reactants_generations': 2198, 'iterations': 100}",,,,,,,,,
O=C(Nc1cccc(NC(=O)c2cccc(C(F)(F)F)c2)c1)c1cccc(Cl)c1,3.467335701,0.046000242,1,287,5,36,136,95,0.997628706,TRUE,1,2,2,"O=C(Cl)c1cccc(C(F)(F)F)c1, Nc1cccc(NC(=O)c2cccc(Cl)c2)c1",,zinc;zinc,{'uspto': 286},"{'expansion_calls': 155, 'reactants_generations': 448, 'iterations': 100}",,,,,,,,,
Cc1ccc(C2CC(c3cccc(Cl)c3)n3nc(N)nc3N2)cc1,83.15611148,66.12118983,80,2308,13,17,1265,2,0.950334643,TRUE,9,5,5,"O=C1CCC(=O)N1Cl, O=[N+]([O-])c1n[nH]c(Cl)n1, COC(=O)c1ccc(C)cc1, CC(=O)c1ccccc1Br, O=C1c2ccccc2C(=O)N1O",,zinc;zinc;zinc;zinc;zinc,{'uspto': 2307},"{'expansion_calls': 1071, 'reactants_generations': 12171, 'iterations': 100}",,,,,,,,,
Cc1cccc2nc(NN=Cc3ccc(O)cc3)sc12,12.23484254,0.074366808,1,141,13,7,57,12,0.994039854,TRUE,2,2,2,"O=Cc1ccc(O)cc1, Cc1cccc(NC(=S)NN)c1",,zinc;zinc,{'uspto': 140},"{'expansion_calls': 99, 'reactants_generations': 3093, 'iterations': 100}",,,,,,,,,
Cc1cccc2c1C1=NCCCN1C(=S)S2,72.16266727,0,0,720,13,11,233,0,0.765960146,FALSE,6,5,4,"CB(O)O, O=C1CCC(=O)N1I, O=C1CCC(=O)N1Br, O=P(Cl)(Cl)Cl",O=C1NCCCNC(=S)Sc2ccccc21,zinc;zinc;zinc;zinc;Not in stock,{'uspto': 719},"{'expansion_calls': 536, 'reactants_generations': 16035, 'iterations': 100}",,,,,,,,,
COc1ccc(-c2cc(NC(=O)Nc3ccncc3)cc(OC)c2OC)cn1,37.65885329,2.595291376,8,765,13,27,286,20,0.986552929,TRUE,3,3,3,"O=C(Nc1ccncc1)Oc1ccccc1, COc1ccc(Br)cn1, COc1cc([N+](=O)[O-])cc(B(O)O)c1OC",,zinc;zinc;zinc,{'uspto': 764},"{'expansion_calls': 555, 'reactants_generations': 8905, 'iterations': 100}",,,,,,,,,
O=[N+]([O-])c1cc(-c2n[nH]c(=S)[nH]2)ccc1O,32.8507967,20.59281778,60,428,13,17,160,3,0.994039854,TRUE,2,3,3,"O=C1CCC(=O)N1Cl, O=[N+]([O-])c1cccc(-c2n[nH]c(=S)[nH]2)c1, COCc1ccccc1",,zinc;zinc;zinc,{'uspto': 427},"{'expansion_calls': 351, 'reactants_generations': 8405, 'iterations': 100}",,,,,,,,,
Cc1sc2nc(SCC#N)n(-c3ccc(OC(F)(F)F)cc3)c(=O)c2c1C,49.43725944,0.645375729,3,669,13,15,124,18,0.994039854,TRUE,2,3,3,"N#CCCl, Cc1sc2nc(S)[nH]c(=O)c2c1C, OB(O)c1ccc(OC(F)(F)F)cc1",,zinc;zinc;zinc,{'uspto': 668},"{'expansion_calls': 613, 'reactants_generations': 11077, 'iterations': 100}",,,,,,,,,
CCN(CC)CCNc1ccc(COC(=O)Nc2ccccc2)c2sc3ccccc3c(=O)c12,44.05902481,4.69040966,6,1281,13,25,379,40,0.986552929,TRUE,3,4,4,"O=C=Nc1ccccc1, CCN(CC)CCN, O=C(O)c1ccccc1S, OCc1ccc(F)cc1",,zinc;zinc;zinc;zinc,{'uspto': 1280},"{'expansion_calls': 931, 'reactants_generations': 6539, 'iterations': 100}",,,,,,,,,
CCN(CC)Cc1cc(Nc2cc[n+]([O-])c3cc(Cl)ccc23)cc(-c2ccncc2)c1O,47.62797642,34.77599883,74,818,13,24,137,1,0.963447071,TRUE,5,6,6,"CCNCC, OB(O)c1ccncc1, O=C(OO)c1cccc(Cl)c1, Nc1cc(Br)c(O)c(CO)c1, O=P(Cl)(Cl)Cl, Oc1ccnc2cc(Cl)ccc12",,zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 817},"{'expansion_calls': 771, 'reactants_generations': 9956, 'iterations': 100}",,,,,,,,,
CS(=O)(=O)N1CCc2oc(-c3ccnc(Nc4ccc(OCCN5CCCC5)cc4)n3)cc2C1,51.87786603,0,0,1434,13,35,161,0,0.762371294,FALSE,7,5,4,"NCCCCCl, ClCCBr, COc1ccc(N)cc1, O=P(Cl)(Cl)Cl",CS(=O)(=O)N1Cc2cc(-c3ccnc(=O)[nH]3)oc2CC1=O,zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1433},"{'expansion_calls': 1275, 'reactants_generations': 3833, 'iterations': 100}",,,,,,,,,
O=C(c1ccc([N+](=O)[O-])cc1)c1cc2cc(I)ccc2o1,14.26745391,0.015000105,1,238,13,19,95,28,0.997628706,TRUE,1,2,2,"O=Cc1cc(I)ccc1O, O=C(CBr)c1ccc([N+](=O)[O-])cc1",,zinc;zinc,{'uspto': 237},"{'expansion_calls': 199, 'reactants_generations': 3862, 'iterations': 100}",,,,,,,,,
c1ccc2c(c1)CN(C1CCCCC1)CO2,68.33676481,7.978163719,10,2368,13,33,1309,6,0.994039854,TRUE,2,3,3,"O=C1CCCCC1, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, c1ccc2c(c1)CNCO2",,zinc;zinc;zinc,{'uspto': 2367},"{'expansion_calls': 1072, 'reactants_generations': 10128, 'iterations': 100}",,,,,,,,,
