target,search_time,first_solution_time,first_solution_iteration,number_of_nodes,max_transforms,max_children,number_of_routes,number_of_solved_routes,top_score,is_solved,number_of_steps,number_of_precursors,number_of_precursors_in_stock,precursors_in_stock,precursors_not_in_stock,precursors_availability,policy_used_counts,profiling,,,,,,,,,
COC(=O)CSc1nnc(Cc2c(NC(=O)CCl)sc3c2CCCC3)n1NC(C)=O,78.26478434,0,0,1398,13,13,149,0,0.792565977,FALSE,8,6,5,"COCc1ccccc1, O=C(Cl)CCl, O=S(Cl)Cl, CC(=O)OC(C)=O, CC(=O)O",COC(=O)CSc1nnc(Cc2c([N+](=O)[O-])sc3c2CCCC3)n1N,zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1397},"{'expansion_calls': 1249, 'reactants_generations': 11373, 'iterations': 100}",,,,,,,,,
CCCN(CC1CC1)C(=O)c1c(CC)nc2n1CCN2c1c(C)cc(Cl)cc1Cl,60.07577229,0,0,1633,13,15,494,0,0.844450614,FALSE,13,9,8,"CCCBr, CC(=O)OCCBr, NCC1CC1, O=S(Cl)Cl, Cc1cc(Cl)cc(Cl)c1N, O=P(Cl)(Cl)Cl, OCc1ccccc1, O=P(Cl)(Cl)Cl",CCOC(=O)c1c(CC)nc(O)n1O,zinc;zinc;zinc;zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1632},"{'expansion_calls': 1166, 'reactants_generations': 9617, 'iterations': 100}",,,,,,,,,
CCCCN(CCCC)c1c(C(N)=O)cc(S(=O)(=O)Nc2ccccc2)cc1C(N)=O,98.63969779,0,0,1010,13,40,247,0,0.749052929,FALSE,3,4,3,"CCCCCl, CCCC=O, Nc1ccccc1",NC(=O)c1cc(S(=O)(=O)Cl)cc(C(N)=O)c1N,zinc;zinc;zinc;Not in stock,{'uspto': 1009},"{'expansion_calls': 843, 'reactants_generations': 23386, 'iterations': 100}",,,,,,,,,
CC1(c2cc(NC(=O)n3ccc4cc(Oc5ncnc6c5CNC6)ccc43)no2)CC1,65.91142702,0.902180672,2,1582,13,20,519,40,0.975,TRUE,4,5,5,"O=C(Cl)Oc1ccccc1, CC1(C(=O)CC#N)CC1, Clc1ncnc2c1CNC2, Oc1ccc2[nH]ccc2c1, O=C1c2ccccc2C(=O)N1O",,zinc;zinc;zinc;zinc;zinc,{'uspto': 1581},"{'expansion_calls': 1092, 'reactants_generations': 9916, 'iterations': 100}",,,,,,,,,
COc1c(C(=O)CC(=O)c2ccccc2)ccc2occc12,28.90482116,1.790064573,7,737,13,22,293,42,0.994039854,TRUE,2,2,2,"O=C(O)CC(=O)c1ccccc1, CCOC(COc1cccc(OC)c1)OCC",,zinc;zinc,{'uspto': 736},"{'expansion_calls': 492, 'reactants_generations': 5563, 'iterations': 100}",,,,,,,,,
Cc1cc(C)c(S(=O)(=O)NC(CNC(O)c2cc(CCCC(=O)Nc3ncc[nH]3)on2)C(=O)O)c(C)c1,54.84202719,0,0,1544,13,11,279,0,0.756539854,FALSE,2,4,3,"Cc1cc(C)c(S(=O)(=O)O)c(C)c1, O=S(Cl)Cl, Nc1ncc[nH]1",NC(CNC(O)c1cc(CCCC(=O)O)on1)C(=O)O,zinc;zinc;Not in stock;zinc,{'uspto': 1543},"{'expansion_calls': 1265, 'reactants_generations': 3653, 'iterations': 100}",,,,,,,,,
COC1CCN(C[C@@]2(C(=O)Nc3cc(C#N)cc(C(F)(F)F)c3)CN(c3c(C)cccc3C)C(=O)C2C)CC1,85.94503546,0,0,1701,13,26,291,0,0.749052929,FALSE,3,4,3,"COC1CCNCC1, N#Cc1cc(N)cc(C(F)(F)F)c1, O=S(Cl)Cl",Cc1cccc(C)c1N1C[C@@](CCl)(C(=O)O)C(C)C1=O,zinc;zinc;Not in stock;zinc,{'uspto': 1700},"{'expansion_calls': 1410, 'reactants_generations': 5828, 'iterations': 100}",,,,,,,,,
O=C(C[n+]1ccc2c(c1)[nH]c1ccccc12)c1ccccc1,60.67543936,18.98801184,29,1612,13,48,491,9,0.994039854,TRUE,2,2,2,"Nc1ccc[n+](CC(=O)c2ccccc2)c1, Brc1ccccc1",,zinc;zinc,{'uspto': 1611},"{'expansion_calls': 1158, 'reactants_generations': 9402, 'iterations': 100}",,,,,,,,,
O=S1(=O)N(CC(O)Cn2c3ccc(F)cc3c3cc(F)ccc32)CCN1C1CCCC1,90.64217997,0,0,3144,13,29,1718,0,0.773447071,FALSE,5,5,4,"F[N+]12CC[N+](CCl)(CC1)CC2, CC(=O)OC(C)=O, Fc1ccc2[nH]c3ccccc3c2c1, O=C(OO)c1cccc(Cl)c1",C=CCN1CCN(C2CCCC2)S1(=O)=O,zinc;zinc;zinc;Not in stock;zinc,{'uspto': 3143},"{'expansion_calls': 1438, 'reactants_generations': 11481, 'iterations': 100}",,,,,,,,,
CC1CN(C(=O)COC(=O)c2ccc(Cl)c(S(=O)(=O)N3CCCCC3)c2)CC(C)O1,101.3162401,0,0,1985,13,25,600,0,0.760334643,FALSE,9,10,8,"O=C(CBr)OCc1ccccc1, C1CCNCC1, O=C(O)c1ccc(Cl)cc1, O=C(OC(=O)C(F)(F)F)C(F)(F)F, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, BrCc1ccccc1, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, BrCc1ccccc1","O=S(=O)(O)Cl, CC1CN(C(=O)O)C(=O)C(C)O1",zinc;zinc;zinc;Not in stock;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1984},"{'expansion_calls': 1387, 'reactants_generations': 12731, 'iterations': 100}",,,,,,,,,
Cc1c(O)cccc1C(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NC1CCCCC1,65.76134038,0,0,1664,13,17,134,0,0.773447071,FALSE,5,5,4,"O=C(Cl)C(=O)Cl, NC1CCCCC1, COC(=O)c1cccc(O)c1C, C1=COCCC1",CC(C)(C)OC(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSC(C)(C)C1C(=O)O,zinc;zinc;Not in stock;zinc;zinc,{'uspto': 1663},"{'expansion_calls': 1530, 'reactants_generations': 5153, 'iterations': 100}",,,,,,,,,
CCOC(=O)c1c(NC(=O)c2cc(=O)c3cc(C)ccc3o2)sc2c1CCCC2,15.22852921,0.037034035,1,433,13,16,116,38,0.997628706,TRUE,1,2,2,"Cc1ccc2oc(C(=O)O)cc(=O)c2c1, CCOC(=O)c1c(N)sc2c1CCCC2",,zinc;zinc,{'uspto': 432},"{'expansion_calls': 334, 'reactants_generations': 2356, 'iterations': 100}",,,,,,,,,
Cc1nc2[nH]ncc2c(-c2ccco2)c1C(O)Nc1ccc(C(F)(F)F)cc1,65.73022246,0,0,1677,13,24,403,0,0.83125617,FALSE,13,8,7,"OB(O)c1ccco1, FC(F)(F)c1ccc(Br)cc1, BrCc1ccco1, BrCc1ccccc1, C1=COCCC1, C[Si](C)(C)CCOCCl, O=C1CCC(=O)N1Br",Cc1nc2n[nH]cc2cc1C(N=[N+]=[N-])O[Si](C)(C)C(C)(C)C,zinc;zinc;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1676},"{'expansion_calls': 1274, 'reactants_generations': 8048, 'iterations': 100}",,,,,,,,,
CN(C1=Nc2c(cccc2-c2cc3c(=O)[nH]ccc3[nH]2)NC1)C(C)(C)C,84.99323487,3.195290089,3,1669,13,20,571,29,0.975,TRUE,4,4,4,"O=c1[nH]ccc2[nH]c(Br)cc12, COB(OC)OC, CNC(C)(C)C, O=c1[nH]c2ccccc2nc1Cl",,zinc;zinc;zinc;zinc,{'uspto': 1668},"{'expansion_calls': 1146, 'reactants_generations': 14966, 'iterations': 100}",,,,,,,,,
O=C1Nc2c(F)cc(F)cc2C1(c1ccc(O)cc1)c1ccc(O)cc1,92.50018024,0,0,2002,13,68,997,0,0.814291884,FALSE,13,7,6,"CC(C)(C)O, BrCc1ccccc1, Nc1cc(F)c(F)cc1F, O=C(Cl)C(=O)Cl, CCOC(=O)C(=O)c1ccc(OC)cc1, Fc1ccc(Br)cc1",CI,Not in stock;zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 2001},"{'expansion_calls': 1055, 'reactants_generations': 19506, 'iterations': 100}",,,,,,,,,
COc1cc(-c2ccc(C)c(O)c2)cc(OC)c1OC,12.57589817,0.043604136,1,322,10,53,169,59,0.997628706,TRUE,1,2,2,"COc1cc(B(O)O)cc(OC)c1OC, Cc1ccc(Br)cc1O",,zinc;zinc,{'uspto': 321},"{'expansion_calls': 192, 'reactants_generations': 3047, 'iterations': 100}",,,,,,,,,
CC(c1nncn1C)N(CC1CCCCC1)c1ccc(C#N)c(Cl)c1,61.8175416,33.48390889,57,1229,13,11,138,3,0.994039854,TRUE,2,3,3,"N#Cc1ccc(F)cc1Cl, CC(=O)c1nncn1C, NCC1CCCCC1",,zinc;zinc;zinc,{'uspto': 1228},"{'expansion_calls': 1124, 'reactants_generations': 9247, 'iterations': 100}",,,,,,,,,
CC(C)(C)c1ccc(Cn2cc(-c3cn([C@H]4C[C@H](O)[C@@H](CO)O4)c(=O)[nH]c3=O)nn2)cc1,96.20280147,0,0,2175,13,42,905,0,0.718460146,FALSE,6,8,6,"CC(=O)OC(C)=O, O=C1CCC(=O)N1Br, Cc1ccc(C(C)(C)C)cc1, CC(=O)OC(C)=O, C#C[Si](C)(C)C, O=c1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1","[N-]=[N+]=[N-], II",Not in stock;zinc;zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 2174},"{'expansion_calls': 1314, 'reactants_generations': 13975, 'iterations': 100}",,,,,,,,,
CNCCNC[C@H](Cc1cccc2ccccc12)NCCc1ccccc1,29.61620402,0.564203501,3,838,13,50,228,34,0.986552929,TRUE,3,3,3,"CNCCN, COC(=O)[C@@H](N)Cc1cccc2ccccc12, O=CCc1ccccc1",,zinc;zinc;zinc,{'uspto': 837},"{'expansion_calls': 673, 'reactants_generations': 5316, 'iterations': 100}",,,,,,,,,
Cc1cccc2cc(Cn3nc(-c4cc(O)cc(F)c4)c4c(N)ncnc43)n(C(C)C)c(=O)c12,61.29378223,0,0,1771,13,33,251,0,0.864535674,FALSE,8,11,10,"O=C1CCC(=O)N1I, Nc1ncnc2[nH]ncc12, O=C1CCC(=O)N1Br, BrCc1ccccc1, Oc1cc(F)cc(Br)c1, CC(C)(O)C(C)(C)O, O=C1CCC(=O)N1Br, OB(O)B(O)O, CC(C)(O)C(C)(C)O, CC(C)I",CC1=CCCc2cc(C)[nH]c(=O)c21,zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1770},"{'expansion_calls': 1520, 'reactants_generations': 5906, 'iterations': 100}",,,,,,,,,
CN(C)CCOc1ccc(Cn2c(=O)[nH]c3c(N)nc(C(F)(F)F)cc32)cn1,67.50508285,0,0,1393,13,20,247,0,0.797626813,FALSE,6,6,5,"O=S(Cl)Cl, CN(C)CCOc1ccc(C(=O)O)cn1, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, COc1ccc(CN)cc1, O=C(n1ccnc1)n1ccnc1",Nc1cc(C(F)(F)F)nc(Cl)c1N,zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1392},"{'expansion_calls': 1175, 'reactants_generations': 9515, 'iterations': 100}",,,,,,,,,
CCn1cc(C(=O)NC(C(=O)O)C(C)C)c(=O)c2cc3c(cc21)OCO3,120.2842107,108.7657125,91,1457,13,20,127,1,0.950016768,TRUE,12,9,9,"O=C(O)c1c[nH]c2cc3c(cc2c1=O)OCO3, OCc1ccccc1, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, O=S(Cl)Cl, CC(=O)O, O=C(Cl)OCc1ccccc1, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, CC(C)CN, COCc1ccccc1",,zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 1456},"{'expansion_calls': 1411, 'reactants_generations': 22628, 'iterations': 100}",,,,,,,,,
Clc1cccc(-n2cnnc2NCc2cccnc2)c1Cl,103.2000632,11.81433201,9,1557,13,16,636,3,0.975,TRUE,4,4,4,"NNC=O, NCc1cccnc1Cl, S=C(Cl)Cl, Nc1cccc(Cl)c1Cl",,zinc;zinc;zinc;zinc,{'uspto': 1556},"{'expansion_calls': 964, 'reactants_generations': 24424, 'iterations': 100}",,,,,,,,,
COc1ccc(S(=O)(=O)N2CC=C(c3ccc4[nH]cc(CCN5CCCC5)c4c3)CC2)cc1,84.44988108,0,0,2139,13,38,893,0,0.85589931,FALSE,8,10,9,"BrCCCCBr, COc1ccccc1, CC(C)(C)OC(=O)N1CCC(=O)CC1, O=S(=O)(Nc1ccccc1)C(F)(F)F, C[N+](=O)[O-], O=Cc1c[nH]c2ccc(Br)cc12, CC(C)(O)C(C)(C)O, OB(O)B(O)O, CC(C)(O)C(C)(C)O",O=S(=O)(O)Cl,zinc;zinc;Not in stock;zinc;zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 2138},"{'expansion_calls': 1304, 'reactants_generations': 12103, 'iterations': 100}",,,,,,,,,
COc1ccc2[nH]c3c(ccc4ccsc43)c2c1,47.14855075,1.438607216,3,1093,13,25,251,53,0.994039854,TRUE,2,2,2,"COc1ccc(N)cc1, Fc1cccc2ccsc12",,zinc;zinc,{'uspto': 1092},"{'expansion_calls': 860, 'reactants_generations': 8879, 'iterations': 100}",,,,,,,,,
COc1cc(OC)c(C(=O)/C=C/c2cccc(Cl)c2)c(O)c1CN1CCOCC1,32.30123878,0.090512276,1,980,13,15,218,36,0.986552929,TRUE,3,4,4,"O=Cc1cccc(Cl)c1, CC(=O)Cl, BrCCOCCBr, COc1cc(OC)c(CN)c(OC)c1",,zinc;zinc;zinc;zinc,{'uspto': 979},"{'expansion_calls': 794, 'reactants_generations': 4899, 'iterations': 100}",,,,,,,,,
O=C(COCc1ccccc1)N1CCN(c2cccc(Cl)c2)CC1,5.17296648,0.024002314,1,144,11,17,87,57,0.997628706,TRUE,1,2,2,"Clc1cccc(N2CCNCC2)c1, O=C(Cl)COCc1ccccc1",,zinc;zinc,{'uspto': 143},"{'expansion_calls': 68, 'reactants_generations': 994, 'iterations': 100}",,,,,,,,,
CCOc1nc(Nc2ccc(OC)cc2OC)nc(OCC)n1,23.81315947,0.137639284,1,580,7,29,180,69,0.994039854,TRUE,2,3,3,"CC(=O)O, COc1ccc(N)c(OC)c1, CCOc1nc(Cl)nc(Cl)n1",,zinc;zinc;zinc,{'uspto': 579},"{'expansion_calls': 431, 'reactants_generations': 4855, 'iterations': 100}",,,,,,,,,
COc1nc(Nc2nc3n(n2)CCCC3c2ccc(F)cc2)ccc1-n1cnc(C)c1,93.12539697,0,0,1684,13,13,459,0,0.860960146,FALSE,6,10,9,"O=C(Cl)C(=O)Cl, O=C(O)Cc1ccc(F)cc1, ClCCCBr, CC(=O)CCl, CC(=O)O, CCOC(=N)N, O=[N+]([O-])c1ccc(Cl)nc1Cl, O=N[N+](=O)[O-], COCc1ccccc1",N,zinc;zinc;zinc;Not in stock;zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 1683},"{'expansion_calls': 1244, 'reactants_generations': 14416, 'iterations': 100}",,,,,,,,,
COc1cc(/C=N/NC(=O)c2ccc(O)c(Cl)c2)cc(OC)c1OCc1ccc(F)c(F)c1,0.012000084,0,0,1,0,0,1,0,0.04910069,FALSE,0,1,0,,COc1cc(/C=N/NC(=O)c2ccc(O)c(Cl)c2)cc(OC)c1OCc1ccc(F)c(F)c1,Not in stock,{},"{'expansion_calls': 1, 'reactants_generations': 1, 'iterations': 100}",,,,,,,,,
N#Cc1nn(-c2ccccc2)c(=O)c2ccccc12,29.82580876,0.501964808,3,520,13,48,101,12,0.997628706,TRUE,1,2,2,"N#Cc1n[nH]c(=O)c2ccccc12, OB(O)c1ccccc1",,zinc;zinc,{'uspto': 519},"{'expansion_calls': 498, 'reactants_generations': 6875, 'iterations': 100}",,,,,,,,,
CC(C)NC(=O)n1cc(O)n(-c2cc(Cl)cc(Cl)c2)c1=O,77.49507523,0,0,1384,13,15,352,0,0.831295553,FALSE,11,8,7,"O=C1CCC(=O)N1Br, Clc1cccc(Cl)c1, CC(C)N=C=O, BrCc1ccccc1, COc1ccc(CCl)cc1, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, COS(=O)(=O)OC",O=c1[nH]c(O)c(I)[nH]1,zinc;zinc;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1383},"{'expansion_calls': 1058, 'reactants_generations': 13849, 'iterations': 100}",,,,,,,,,
CC(=O)NC(=O)c1cnn(-c2ccccc2)c1N,18.3329072,0.015030146,1,395,13,17,113,36,0.997628706,TRUE,1,2,2,"CCOC=C(C#N)C(=O)NC(C)=O, NNc1ccccc1",,zinc;zinc,{'uspto': 394},"{'expansion_calls': 306, 'reactants_generations': 4080, 'iterations': 100}",,,,,,,,,
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](CCCCl)[C@@H]2O,51.70186234,0,0,1757,13,31,570,0,0.791672836,FALSE,13,6,5,"O=S(Cl)Cl, C[N+](C)(C)[O-], CC(=O)OC(C)=O, C1=COCCC1, CC(=O)OC(C)=O",C=CC(O)[C@@H]1C[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@]2(C)C1O,zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1756},"{'expansion_calls': 1187, 'reactants_generations': 4292, 'iterations': 100}",,,,,,,,,
COc1ccc(N(CCC#N)C(=O)/C(C#N)=C/c2cccs2)cc1,40.84007001,0.017999411,1,1141,13,15,519,24,0.997628706,TRUE,1,2,2,"N#C/C(=C\c1cccs1)C(=O)O, COc1ccc(NCCC#N)cc1",,zinc;zinc,{'uspto': 1140},"{'expansion_calls': 655, 'reactants_generations': 6141, 'iterations': 100}",,,,,,,,,
CO/N=C(\c1ccc(Cl)cc1)c1ccccc1COc1ccc(C(F)(F)F)cc1,45.03640509,0.162532091,1,1090,13,15,426,46,0.975,TRUE,4,5,5,"Oc1ccc(C(F)(F)F)cc1, COS(=O)(=O)OC, O=C(Cl)c1ccccc1CCl, Clc1ccccc1, O=C1c2ccccc2C(=O)N1O",,zinc;zinc;zinc;zinc;zinc,{'uspto': 1089},"{'expansion_calls': 707, 'reactants_generations': 9142, 'iterations': 100}",,,,,,,,,
CS(=O)(=O)Nc1cccc(Nc2c3ccccc3nc3ccccc23)c1,22.0805614,0.278917313,2,578,13,59,207,35,0.997628706,TRUE,1,2,2,"CS(=O)(=O)Nc1cccc(N)c1, Oc1c2ccccc2nc2ccccc12",,zinc;zinc,{'uspto': 577},"{'expansion_calls': 426, 'reactants_generations': 4273, 'iterations': 100}",,,,,,,,,
Cc1cnc(NCC(c2ccccc2)c2ccccc2)c(=O)n1CC(=O)NCc1ccc2c(N)noc2c1,86.3075695,15.79780126,18,1301,13,17,108,13,0.952371294,TRUE,7,7,7,"NCc1ccc2c(N)noc2c1, CCOC(=O)CBr, NCC(c1ccccc1)c1ccccc1, O=P(Cl)(Cl)Cl, O=C1CCC(=O)N1Br, Cc1cncc(=O)[nH]1, COCc1ccccc1",,zinc;zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 1300},"{'expansion_calls': 1278, 'reactants_generations': 18743, 'iterations': 100}",,,,,,,,,
Cc1c(Sc2cccc(Br)c2)n(COCCO)c(=O)[nH]c1=O,85.79880333,61.60181999,75,1733,13,24,632,1,0.963447071,TRUE,5,4,4,"Sc1cccc(Br)c1, O=C(O)c1ccccc1, CC(=O)OCCOCCl, Cc1c(Cl)[nH]c(=O)[nH]c1=O",,zinc;zinc;zinc;zinc,{'uspto': 1732},"{'expansion_calls': 1153, 'reactants_generations': 16343, 'iterations': 100}",,,,,,,,,
O=c1[nH]c2[nH]c(-c3ccccc3)nc2c(=O)n1Cc1cccc(Cl)c1,23.18514657,0.015971661,1,436,13,31,99,54,0.997628706,TRUE,1,2,2,"Clc1cccc(CBr)c1, O=c1[nH]c(=O)c2nc(-c3ccccc3)[nH]c2[nH]1",,zinc;zinc,{'uspto': 435},"{'expansion_calls': 350, 'reactants_generations': 4547, 'iterations': 100}",,,,,,,,,
O=C(O)C[C@H](O)C[C@H](O)CCn1c(C(F)(F)F)nc(-c2ccccc2)c1-c1ccc(F)cc1,53.07225609,1.320017338,4,1653,13,48,324,19,0.95089931,TRUE,8,7,7,"OB(O)c1ccc(F)cc1, CC(=O)OC(C)(C)C, O=C1CCC(=O)N1Br, CC1(C)OC(=O)CC(=O)O1, O=C(Cl)CCBr, OB(O)c1ccccc1, FC(F)(F)c1nc(Br)c[nH]1",,zinc;zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 1652},"{'expansion_calls': 1344, 'reactants_generations': 6488, 'iterations': 100}",,,,,,,,,
CC(NC1CCCNC1)c1ccccc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2)NC(=O)C(N)C2CCc3ccccc32)CC1,144.6323254,0,0,2524,13,37,498,0,0.738934441,FALSE,11,9,7,"O=C(OC(=O)C(F)(F)F)C(F)(F)F, O=C(OC(=O)C(F)(F)F)C(F)(F)F, O=C1CCCN(C(=O)OCc2ccccc2)C1, CC(=O)c1ccccc1Br, BrCc1ccccc1, O=C(O)C(F)(F)F, O=C(O)C(F)(F)F","N, CC(C)(C)OC(=O)N(C(=O)C(NC(=O)O)C1CCc2ccccc21)C(Cc1ccc(Cl)cc1)C(=O)N1CCNCC1",zinc;zinc;zinc;zinc;Not in stock;zinc;zinc;zinc;Not in stock,{'uspto': 2523},"{'expansion_calls': 2026, 'reactants_generations': 10658, 'iterations': 100}",,,,,,,,,
N#C[C@H](CCc1ccccc1)NC(=O)C(CC(=O)N1CCOCC1)CC1CCCCC1,52.3628037,0.104474783,1,1379,13,14,192,9,0.963447071,TRUE,5,4,4,"C1COCCN1, NC(=O)[C@@H](N)CCc1ccccc1, COC(=O)CCC1CCCCC1, CC(C)(C)OC(=O)CBr",,zinc;zinc;zinc;zinc,{'uspto': 1378},"{'expansion_calls': 1228, 'reactants_generations': 5618, 'iterations': 100}",,,,,,,,,
CCOc1ccc(N(CC(=O)Nc2ccc(OC)cc2)S(C)(=O)=O)cc1,68.68333673,66.50181222,97,946,11,20,102,1,0.994039854,TRUE,2,3,3,"COc1ccc(N)cc1, COC(=O)CCl, CCOc1ccc(NS(C)(=O)=O)cc1",,zinc;zinc;zinc,{'uspto': 945},"{'expansion_calls': 943, 'reactants_generations': 14712, 'iterations': 100}",,,,,,,,,
CN(C(=O)Cc1cccc2sccc12)[C@@H]1CCCCC[C@H]1N1CCCC1,66.40454102,25.06414008,40,1310,13,13,242,6,0.963447071,TRUE,5,4,4,"O=C(O)Cc1cccc2sccc12, CCOC(=O)Cl, BrCCCCBr, CC(C)(C)OC(=O)N[C@@H]1CCCCC[C@H]1N",,zinc;zinc;zinc;zinc,{'uspto': 1309},"{'expansion_calls': 1120, 'reactants_generations': 11331, 'iterations': 100}",,,,,,,,,
Cc1ccccc1S(=O)(=O)c1ccc(NC(=O)C(C)(O)C(F)(F)F)cc1,55.88915658,7.52650094,16,913,13,43,247,12,0.963447071,TRUE,5,5,5,"Cc1ccccc1S(=O)(=O)O, Nc1ccccc1, O=C(Cl)C(=O)Cl, CCOC(=O)C(C)=O, C[Si](C)(C)C(F)(F)F",,zinc;zinc;zinc;zinc;zinc,{'uspto': 912},"{'expansion_calls': 753, 'reactants_generations': 12009, 'iterations': 100}",,,,,,,,,
COc1ccccc1CN1CC[C@]2(C[C@@H](OCC(=O)N(C)C)CO2)C1,57.77495813,0.697982311,2,1529,13,21,407,10,0.994039854,TRUE,2,3,3,"COc1ccccc1C=O, CN(C)C(=O)CCl, CC(C)(C)OC(=O)N1CC[C@]2(C[C@@H](O)CO2)C1",,zinc;zinc;zinc,{'uspto': 1528},"{'expansion_calls': 1132, 'reactants_generations': 7630, 'iterations': 100}",,,,,,,,,
CN(C/C=C/c1ccccc1F)Cc1ccc2c(c1)CCCCC2,57.63001323,0.921464205,3,1235,13,20,560,37,0.975,TRUE,4,4,4,"O=C/C=C/c1ccccc1F, CN(C)C=O, O=C1CCCCc2ccc(Br)cc21, CN=C=O",,zinc;zinc;zinc;zinc,{'uspto': 1234},"{'expansion_calls': 732, 'reactants_generations': 10664, 'iterations': 100}",,,,,,,,,
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)C1=CC=C2c1cncc(Cl)c1,90.03084731,0,0,2498,13,32,1100,0,0.760123631,FALSE,10,5,4,"BrCc1ccccc1, CC(=O)OC(C)=O, CC(=O)OC(C)=O, Clc1cc(Br)cnc1Cl",CC(C)(C)[Si](C)(C)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3C4=CCC(=O)[C@@]4(C)CC[C@@H]32)C1,zinc;zinc;zinc;Not in stock;zinc,{'uspto': 2497},"{'expansion_calls': 1400, 'reactants_generations': 11179, 'iterations': 100}",,,,,,,,,
COc1ccc(CNC(=O)C(C)N=C2NS(=O)(=O)c3ccccc32)cc1OC,42.14836764,13.79911304,39,308,9,18,104,4,0.986552929,TRUE,3,3,3,"COc1ccc(CN)cc1OC, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, CCN=C1NS(=O)(=O)c2ccccc21",,zinc;zinc;zinc,{'uspto': 307},"{'expansion_calls': 296, 'reactants_generations': 10422, 'iterations': 100}",,,,,,,,,
CCN(C)C(=O)c1ccc(C2(c3cccc(O)c3)CCCN(CC3CC3)C2)cc1,43.00208569,0,0,1617,13,46,421,0,0.844450614,FALSE,13,9,8,"BrCC1CC1, CCNC, NC(=O)C(=O)O, OCc1ccccc1, O=C1CCC(=O)N1Br, COCc1ccccc1, O=C1CCC(=O)N1Cl, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C",O=C1CCC(c2ccccc2)(c2cc(F)ccc2F)CN1,zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1616},"{'expansion_calls': 1199, 'reactants_generations': 2799, 'iterations': 100}",,,,,,,,,
COc1ccc(CNC(=O)C2CCN(S(=O)(=O)c3ccc4c(c3)CC(C)N4C(=O)C3CC3)CC2)cc1,41.30336547,0,0,917,13,17,230,0,0.831295553,FALSE,11,8,7,"COc1ccc(CN)cc1, O=S(Cl)Cl, CCOC(=O)C1CCNCC1, O=C(Cl)C1CC1, O=C1CCC(=O)N1Br, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, CC(Cc1ccccc1)=NO",O=S(=O)(O)Cl,zinc;zinc;zinc;Not in stock;zinc;zinc;zinc;zinc,{'uspto': 916},"{'expansion_calls': 763, 'reactants_generations': 7164, 'iterations': 100}",,,,,,,,,
COC(=O)CCCC(=O)N1CCCC(CCC(=O)NCc2ccc(F)c(F)c2)C1,32.09826112,0.091605425,1,1126,13,28,157,34,0.975,TRUE,4,4,4,"NCc1ccc(F)c(F)c1, COC(=O)CCCC(=O)O, O=S(Cl)Cl, O=C(O)CCc1cccnc1",,zinc;zinc;zinc;zinc,{'uspto': 1125},"{'expansion_calls': 980, 'reactants_generations': 3440, 'iterations': 100}",,,,,,,,,
CC(CN1CCOCC1)NC(=O)Nc1ccccn1,47.47774649,45.59304619,94,1344,13,25,257,2,0.955960146,TRUE,6,4,4,"NCCOCCCl, O=C=Nc1ccccn1, CC(=O)CO, NCc1ccccc1",,zinc;zinc;zinc;zinc,{'uspto': 1343},"{'expansion_calls': 1109, 'reactants_generations': 6053, 'iterations': 100}",,,,,,,,,
